OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,Lifespan,Adaptability,Size
Euthanasia,Suffering,Cat,Neutered Male,365,Domestic Medium Hair,Black,6205,5,Medium
Adoption,Unknown,Cat,Neutered Male,730,Domestic Shorthair,Gray Tabby,6205,5,Medium
Adoption,Unknown,Cat,Neutered Male,1095,Domestic Shorthair,Orange,6205,5,Medium
Adoption,Unknown,Cat,Spayed Female,365,Domestic Longhair,Blue Tabby/White,6205,5,Medium
Return_to_owner,Unknown,Dog,Neutered Male,365,German Shorthair Pointer,Liver/White,5110,4,Medium to Large
Transfer,Partner,Cat,Intact Female,21,Domestic Shorthair,Brown Tabby/White,6205,5,Medium
Transfer,Partner,Dog,Intact Female,120,Labrador Retriever,Tan/White,4745,5,Medium
Transfer,Partner,Cat,Intact Female,30,Domestic Shorthair,Silver Tabby,6205,5,Medium
Transfer,Partner,Dog,Intact Male,2190,Chihuahua Shorthair,Black/Tan,6570,5,Small
Return_to_owner,Unknown,Dog,Neutered Male,365,Labrador Retriever,White/Brown,4745,5,Medium
Transfer,Partner,Dog,Intact Male,365,Yorkshire Terrier,Silver/Tan,5840,5,Small
Transfer,SCRP,Cat,Unknown,2555,Domestic Shorthair,White/Brown Tabby,6205,5,Medium
Adoption,Foster,Dog,Spayed Female,30,Australian Cattle Dog,Black/White,5475,3,Medium
Transfer,Partner,Dog,Intact Male,180,Pug,Buff,5475,5,Small
Transfer,Partner,Cat,Intact Male,21,Domestic Shorthair,Brown Tabby/White,6205,5,Medium
Return_to_owner,Unknown,Dog,Neutered Male,730,Pit Bull,Brown/Black,5475,3,Large
Return_to_owner,Unknown,Dog,Spayed Female,1095,Yorkshire Terrier,Silver/Tan,5840,5,Small
Transfer,Partner,Cat,Intact Male,7,Domestic Shorthair,Blue/White,6205,5,Medium
Euthanasia,Suffering,Dog,Intact Male,210,Siberian Husky,Red/White,5110,5,Medium
Euthanasia,Suffering,Cat,Neutered Male,365,Domestic Shorthair,Gray Tabby/White,6205,5,Medium
Transfer,SCRP,Cat,Spayed Female,365,Domestic Shorthair,Brown Tabby/White,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,60,Catahoula,Tricolor,5110,3,Large
Transfer,SCRP,Cat,Intact Female,730,Domestic Shorthair,Torbie,6205,5,Medium
Return_to_owner,Unknown,Cat,Spayed Female,2555,Domestic Shorthair,Cream Tabby,6205,5,Medium
Transfer,Partner,Dog,Intact Male,60,German Shepherd,Sable/White,4380,5,Medium to Large
Adoption,Unknown,Dog,Spayed Female,730,Australian Kelpie,Black,5110,5,Large
Transfer,Partner,Dog,Neutered Male,365,Pointer,Brown/White,5475,5,Medium
Return_to_owner,Unknown,Dog,Neutered Male,730,Jack Russell Terrier,White/Brown,5840,5,Small
Transfer,Partner,Cat,Spayed Female,90,Domestic Shorthair,Brown Tabby/White,6205,5,Medium
Adoption,Unknown,Cat,Neutered Male,150,Domestic Shorthair,Black,6205,5,Medium
Transfer,Partner,Cat,Neutered Male,60,Domestic Shorthair,Brown Tabby,6205,5,Medium
Return_to_owner,Unknown,Dog,Intact Female,1460,Dachshund,Brown,5110,5,Small
Adoption,Unknown,Cat,Spayed Female,30,Domestic Longhair,Brown Tabby,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,150,Pit Bull,White/Gray,5475,3,Large
Return_to_owner,Unknown,Dog,Intact Male,2190,Golden Retriever,Gold,4745,5,Medium to Large
Return_to_owner,Unknown,Cat,Neutered Male,180,Domestic Medium Hair,Gray/White,6205,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,365,Chihuahua Shorthair,White/Black,6570,5,Small
Transfer,Partner,Cat,Intact Female,365,Domestic Shorthair,Brown Tabby,6205,5,Medium
Adoption,Foster,Cat,Spayed Female,90,Domestic Shorthair,Calico,6205,5,Medium
Transfer,Partner,Cat,Intact Male,21,Domestic Shorthair,Orange Tabby,6205,5,Medium
Adoption,Unknown,Cat,Spayed Female,2190,Domestic Shorthair,Tortie,6205,5,Medium
Adoption,Foster,Dog,Neutered Male,60,German Shepherd,Black/White,4380,5,Medium to Large
Adoption,Unknown,Cat,Spayed Female,90,Domestic Shorthair,Brown Tabby,6205,5,Medium
Euthanasia,Suffering,Dog,Spayed Female,365,Labrador Retriever,Tan,4745,5,Medium
Adoption,Unknown,Cat,Spayed Female,365,Domestic Shorthair,Black,6205,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,2555,Labrador Retriever,Red,4745,5,Medium
Transfer,Partner,Cat,Intact Female,21,Domestic Shorthair,Torbie,6205,5,Medium
Transfer,Partner,Dog,Neutered Male,730,Australian Cattle Dog,Black,5475,3,Medium
Transfer,Partner,Cat,Unknown,14,Domestic Shorthair,Torbie,6205,5,Medium
Transfer,Partner,Dog,Intact Female,365,Dogo Argentino,White,4380,3,Large
Transfer,Partner,Cat,Intact Male,21,Domestic Shorthair,Brown Tabby,6205,5,Medium
Transfer,Partner,Cat,Intact Male,30,Domestic Shorthair,Silver Lynx Point,6205,5,Medium
Transfer,Partner,Cat,Intact Female,21,Domestic Shorthair,Torbie,6205,5,Medium
Return_to_owner,Unknown,Dog,Intact Male,365,Cairn Terrier,Black/Tan,5475,3,Small
Adoption,Unknown,Dog,Spayed Female,1460,Canaan Dog,White/Black,5110,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,120,Plott Hound,Black Brindle/White,5110,3,Medium
Transfer,SCRP,Cat,Intact Female,730,Domestic Shorthair,Cream Tabby/White,6205,5,Medium
Adoption,Unknown,Cat,Neutered Male,1825,Domestic Shorthair,Orange Tabby,6205,5,Medium
Adoption,Foster,Cat,Neutered Male,60,Domestic Shorthair,Black,6205,5,Medium
Transfer,SCRP,Cat,Unknown,120,Domestic Shorthair,Torbie,6205,5,Medium
Transfer,Partner,Dog,Neutered Male,1460,Pit Bull,Blue/White,5475,3,Large
Return_to_owner,Unknown,Dog,Intact Male,7,Pit Bull,White/Brown,5475,3,Large
Transfer,Partner,Cat,Intact Female,28,Domestic Shorthair,Black/White,6205,5,Medium
Transfer,Partner,Dog,Intact Male,30,Boxer,Brown/White,4380,4,Medium
Adoption,Unknown,Cat,Spayed Female,1095,Domestic Shorthair,Orange Tabby,6205,5,Medium
Return_to_owner,Unknown,Dog,Neutered Male,365,Pit Bull,Black/White,5475,3,Large
Transfer,Partner,Cat,Spayed Female,730,Domestic Medium Hair,Tortie/White,6205,5,Medium
Euthanasia,Aggressive,Dog,Intact Male,730,Staffordshire,Tan/White,5110,3,Medium
Adoption,Offsite,Dog,Spayed Female,730,Dachshund,Black/Tan,5110,5,Small
Adoption,Unknown,Dog,Spayed Female,365,Pointer,White/Black,5475,5,Medium
Transfer,Partner,Dog,Intact Female,210,Border Collie,Black/White,5475,5,Medium
Adoption,Unknown,Dog,Spayed Female,1095,Beagle,Tricolor,5475,5,Small
Transfer,Partner,Cat,Intact Female,21,Domestic Shorthair,Orange Tabby,6205,5,Medium
Transfer,Partner,Dog,Spayed Female,270,Border Collie,White/Tan,5475,5,Medium
Return_to_owner,Unknown,Cat,Spayed Female,365,Domestic Shorthair,Brown Tabby,6205,5,Medium
Return_to_owner,Unknown,Dog,Neutered Male,365,Shih Tzu,White/Tan,5110,5,Small
Adoption,Unknown,Dog,Intact Female,60,Labrador Retriever,White/Brown Brindle,4745,5,Medium
Transfer,SCRP,Cat,Intact Female,120,Domestic Shorthair,Blue Tabby,6205,5,Medium
Euthanasia,Suffering,Cat,Intact Female,2555,Persian,Orange/White,5475,5,Medium to Large
Transfer,Partner,Dog,Neutered Male,730,Dachshund,Red,5110,5,Small
Transfer,Partner,Cat,Intact Male,14,Domestic Shorthair,Brown Tabby,6205,5,Medium
Return_to_owner,Unknown,Dog,Neutered Male,2920,Labrador Retriever,Chocolate/White,4745,5,Medium
Transfer,SCRP,Cat,Intact Male,365,Domestic Shorthair,Orange Tabby,6205,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,365,Labrador Retriever,Black,4745,5,Medium
Transfer,Partner,Cat,Unknown,21,Domestic Shorthair,Brown Tabby,6205,5,Medium
Transfer,Partner,Cat,Intact Female,21,Domestic Shorthair,Black/White,6205,5,Medium
Euthanasia,Suffering,Cat,Intact Female,30,Domestic Shorthair,White/Blue,6205,5,Medium
Adoption,Unknown,Dog,Neutered Male,365,German Shepherd,Sable,4380,5,Medium to Large
Adoption,Unknown,Cat,Spayed Female,1460,Domestic Shorthair,Calico,6205,5,Medium
Transfer,SCRP,Cat,Unknown,730,Domestic Shorthair,Orange Tabby,6205,5,Medium
Adoption,Foster,Dog,Neutered Male,60,Chihuahua Shorthair,Black/White,6570,5,Small
Adoption,Unknown,Dog,Spayed Female,365,Miniature Poodle,White/Brown,4745,5,Small
Adoption,Unknown,Dog,Spayed Female,60,German Shepherd,Black/Brown Brindle,4380,5,Medium to Large
Adoption,Unknown,Cat,Spayed Female,30,Domestic Shorthair,Black/White,6205,5,Medium
Transfer,Partner,Cat,Spayed Female,365,Domestic Shorthair,Seal Point,6205,5,Medium
Transfer,Partner,Cat,Intact Male,21,Domestic Shorthair,Brown Tabby/White,6205,5,Medium
Adoption,Foster,Cat,Neutered Male,90,Domestic Longhair,Blue,6205,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,1825,Black Mouth Cur,Brown/Black,5840,4,Medium to Large
Euthanasia,Suffering,Dog,Intact Female,1825,Yorkshire Terrier,Buff,5840,5,Small
Transfer,Partner,Cat,Neutered Male,30,Domestic Shorthair,Orange Tabby,6205,5,Medium
Adoption,Unknown,Dog,Neutered Male,1825,Mastiff,Brown Brindle/White,3650,2,Giant
Adoption,Offsite,Cat,Spayed Female,60,Domestic Shorthair,Tortie/White,6205,5,Medium
Transfer,SCRP,Cat,Intact Male,365,Domestic Shorthair,Black,6205,5,Medium
Euthanasia,Suffering,Cat,Intact Female,730,Domestic Shorthair,Torbie/White,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,1095,Basenji,Yellow,4380,2,Medium
Adoption,Unknown,Dog,Spayed Female,30,Anatol Shepherd,White/Tan,5110,2,Large
Transfer,Partner,Cat,Intact Male,30,Domestic Shorthair,Brown Tabby,6205,5,Medium
Transfer,Partner,Cat,Neutered Male,365,Domestic Shorthair,Black,6205,5,Medium
Adoption,Unknown,Dog,Neutered Male,730,Miniature Schnauzer,Gray,5475,5,Small
Adoption,Unknown,Dog,Spayed Female,150,Cardigan Welsh Corgi,Tricolor/Black,5110,5,Medium
Transfer,Partner,Cat,Intact Male,60,Domestic Medium Hair,Orange Tabby/White,6205,5,Medium
Return_to_owner,Unknown,Dog,Intact Male,365,Chihuahua Shorthair,Tan,6570,5,Small
Transfer,SCRP,Cat,Intact Female,180,Domestic Shorthair,White,6205,5,Medium
Transfer,Partner,Cat,Intact Male,28,Domestic Shorthair,Lilac Point,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,1095,Maltese,White,6570,5,Small
Transfer,Partner,Cat,Intact Male,14,Domestic Shorthair,Brown Tabby,6205,5,Medium
Adoption,Unknown,Dog,Neutered Male,60,German Shepherd,Red,4380,5,Medium to Large
Euthanasia,Suffering,Cat,Intact Male,7,Domestic Shorthair,Brown Tabby,6205,5,Medium
Adoption,Unknown,Cat,Spayed Female,90,Domestic Shorthair,Orange Tabby/White,6205,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,730,Pit Bull,White/Black,5475,3,Large
Transfer,Partner,Cat,Intact Male,14,Siamese,Lynx Point,5475,5,Medium
Euthanasia,Suffering,Cat,Intact Male,365,Domestic Shorthair,Black,6205,5,Medium
Return_to_owner,Unknown,Dog,Intact Female,365,Shih Tzu,Tan,5110,5,Small
Transfer,Partner,Cat,Intact Female,14,Domestic Shorthair,Blue,6205,5,Medium
Adoption,Unknown,Cat,Neutered Male,1095,Domestic Medium Hair,Orange Tabby/White,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,60,Labrador Retriever,Yellow,4745,5,Medium
Euthanasia,Suffering,Cat,Intact Female,365,Domestic Shorthair,Black/White,6205,5,Medium
Transfer,SCRP,Cat,Intact Male,90,Domestic Shorthair,Brown Tabby/White,6205,5,Medium
Transfer,Partner,Cat,Neutered Male,1825,Domestic Shorthair,Blue Tabby/White,6205,5,Medium
Adoption,Unknown,Dog,Neutered Male,730,German Shepherd,Black/Tan,4380,5,Medium to Large
Euthanasia,Suffering,Cat,Unknown,21,Domestic Shorthair,Brown Tabby/White,6205,5,Medium
Transfer,Partner,Cat,Intact Male,2555,Domestic Shorthair,Black/White,6205,5,Medium
Transfer,Partner,Cat,Spayed Female,365,Domestic Shorthair,Black,6205,5,Medium
Transfer,Partner,Dog,Intact Female,30,Plott Hound,Black,5110,3,Medium
Transfer,SCRP,Cat,Intact Male,30,Domestic Shorthair,Orange Tabby,6205,5,Medium
Euthanasia,Aggressive,Dog,Spayed Female,1095,Pit Bull,Brown Brindle/White,5475,3,Large
Transfer,Partner,Cat,Spayed Female,2920,Domestic Shorthair,Calico,6205,5,Medium
Adoption,Unknown,Cat,Neutered Male,60,Domestic Shorthair,Brown Tabby/White,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,180,Pit Bull,Brown Brindle/White,5475,3,Large
Adoption,Unknown,Dog,Neutered Male,365,Rat Terrier,Brown/Black,6570,5,Small
Adoption,Unknown,Dog,Spayed Female,730,Boxer,Brown Brindle/White,4380,4,Medium
Transfer,Partner,Dog,Intact Male,365,Labrador Retriever,Black,4745,5,Medium
Adoption,Unknown,Dog,Neutered Male,1460,Boxer,Brown Brindle/White,4380,4,Medium
Return_to_owner,Unknown,Dog,Spayed Female,1825,Border Collie,Black/White,5475,5,Medium
Adoption,Unknown,Dog,Neutered Male,120,German Shepherd,Sable/White,4380,5,Medium to Large
Adoption,Unknown,Dog,Neutered Male,150,Plott Hound,Black Brindle/White,5110,3,Medium
Euthanasia,Suffering,Cat,Spayed Female,1460,Domestic Shorthair,Torbie,6205,5,Medium
Return_to_owner,Unknown,Dog,Neutered Male,730,Norfolk Terrier,Tan/White,5475,5,Small
Return_to_owner,Unknown,Dog,Neutered Male,1095,Border Collie,Black/White,5475,5,Medium
Return_to_owner,Unknown,Dog,Neutered Male,1460,Pug,Brown/Black,5475,5,Small
Return_to_owner,Unknown,Dog,Spayed Female,2555,American Bulldog,White/Brown Brindle,5475,3,Large
Adoption,Unknown,Dog,Neutered Male,365,Soft Coated Wheaten Terrier,White,5475,5,Medium
Adoption,Unknown,Dog,Neutered Male,1460,Dachshund,Brown,5110,5,Small
Adoption,Foster,Dog,Neutered Male,30,Miniature Poodle,Brown,4745,5,Small
Transfer,Partner,Dog,Intact Male,365,German Shepherd,Brown,4380,5,Medium to Large
Return_to_owner,Unknown,Dog,Neutered Male,365,Miniature Pinscher,Black/Brown,5475,5,Small
Euthanasia,Behavior,Dog,Neutered Male,730,American Bulldog,Black/White,5475,3,Large
Adoption,Foster,Cat,Neutered Male,30,Domestic Shorthair,White/Orange Tabby,6205,5,Medium
Transfer,Partner,Dog,Intact Female,365,Chihuahua Shorthair,White/Brown,6570,5,Small
Adoption,Unknown,Cat,Spayed Female,365,Domestic Shorthair,Blue,6205,5,Medium
Transfer,SCRP,Cat,Spayed Female,365,Domestic Shorthair,Brown Tabby/White,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,365,Pit Bull,Black/White,5475,3,Large
Adoption,Unknown,Cat,Spayed Female,1095,Domestic Shorthair,Blue Tabby,6205,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,730,Miniature Poodle,White,4745,5,Small
Return_to_owner,Unknown,Dog,Spayed Female,730,Pit Bull,Blue/White,5475,3,Large
Return_to_owner,Unknown,Cat,Neutered Male,365,Domestic Shorthair,Gray/White,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,365,Whippet,Tricolor/Black,5475,5,Medium
Adoption,Unknown,Cat,Spayed Female,120,Domestic Medium Hair,White/Black,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,2555,Labrador Retriever,Black,4745,5,Medium
Adoption,Foster,Cat,Spayed Female,90,Domestic Shorthair,Orange Tabby,6205,5,Medium
Transfer,Partner,Cat,Neutered Male,365,Domestic Shorthair,Black,6205,5,Medium
Transfer,Partner,Dog,Intact Male,180,Labrador Retriever,Brown/White,4745,5,Medium
Euthanasia,Rabies Risk,Dog,Neutered Male,730,Pit Bull,White/Black,5475,3,Large
Adoption,Unknown,Dog,Spayed Female,2190,Chihuahua Shorthair,Sable,6570,5,Small
Adoption,Unknown,Cat,Spayed Female,365,Snowshoe,Seal Point,6935,5,Medium
Return_to_owner,Unknown,Dog,Neutered Male,365,Cardigan Welsh Corgi,Tricolor,5110,5,Medium
Transfer,SCRP,Cat,Intact Female,365,Domestic Shorthair,Black Tabby,6205,5,Medium
Euthanasia,Suffering,Cat,Spayed Female,365,Domestic Shorthair,Tortie,6205,5,Medium
Return_to_owner,Unknown,Dog,Neutered Male,1460,Labrador Retriever,Yellow,4745,5,Medium
Adoption,Foster,Cat,Spayed Female,365,Domestic Shorthair,Tortie,6205,5,Medium
Adoption,Unknown,Cat,Spayed Female,365,Persian,Orange Tabby/White,5475,5,Medium to Large
Adoption,Unknown,Cat,Spayed Female,60,Domestic Shorthair,Tortie,6205,5,Medium
Return_to_owner,Unknown,Dog,Neutered Male,730,German Shepherd,Black/Brown,4380,5,Medium to Large
Return_to_owner,Unknown,Dog,Neutered Male,2190,Dachshund,Tricolor,5110,5,Small
Transfer,SCRP,Cat,Neutered Male,365,Domestic Medium Hair,Black/White,6205,5,Medium
Transfer,Partner,Cat,Intact Female,14,Domestic Shorthair,Black,6205,5,Medium
Adoption,Foster,Dog,Spayed Female,60,Labrador Retriever,Brown Brindle/White,4745,5,Medium
Transfer,Partner,Cat,Intact Male,60,Domestic Shorthair,Orange Tabby/White,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,30,Australian Kelpie,Tan/White,5110,5,Large
Transfer,Partner,Cat,Spayed Female,2190,Domestic Shorthair,Brown Tabby/Black,6205,5,Medium
Transfer,Partner,Dog,Intact Male,180,Rhod Ridgeback,Tan,4380,4,Large
Adoption,Unknown,Dog,Neutered Male,730,Miniature Schnauzer,Black,5475,5,Small
Return_to_owner,Unknown,Cat,Spayed Female,365,Domestic Shorthair,Tortie,6205,5,Medium
Transfer,Partner,Cat,Intact Female,21,Domestic Shorthair,Black/White,6205,5,Medium
Transfer,Partner,Dog,Spayed Female,240,Pit Bull,Red/White,5475,3,Large
Transfer,Partner,Dog,Spayed Female,730,Pit Bull,Black Brindle,5475,3,Large
Return_to_owner,Unknown,Dog,Spayed Female,1460,Labrador Retriever,Brown,4745,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,365,Boxer,Chocolate/White,4380,4,Medium
Transfer,Partner,Cat,Spayed Female,365,Domestic Longhair,Brown Tabby,6205,5,Medium
Adoption,Unknown,Dog,Neutered Male,730,Labrador Retriever,White,4745,5,Medium
Transfer,SCRP,Cat,Intact Female,730,Domestic Shorthair,Torbie,6205,5,Medium
Return_to_owner,Unknown,Dog,Intact Male,365,Pit Bull,Blue Cream/White,5475,3,Large
Adoption,Unknown,Cat,Neutered Male,730,Domestic Shorthair,Orange Tabby,6205,5,Medium
Transfer,Partner,Dog,Spayed Female,730,German Shepherd,Tan/Brown,4380,5,Medium to Large
Adoption,Unknown,Cat,Neutered Male,60,Domestic Shorthair,Blue Tabby,6205,5,Medium
Adoption,Unknown,Dog,Neutered Male,365,Chihuahua Shorthair,White/Black,6570,5,Small
Adoption,Unknown,Dog,Neutered Male,60,Dachshund Wirehair,Brown,5110,5,Small
Adoption,Unknown,Dog,Neutered Male,210,Pug,Tan/White,5475,5,Small
Transfer,Partner,Dog,Spayed Female,1095,Pit Bull,Blue,5475,3,Large
Transfer,SCRP,Cat,Intact Female,90,Domestic Shorthair,Torbie,6205,5,Medium
Euthanasia,Behavior,Dog,Spayed Female,365,Black Mouth Cur,Brown/Black,5840,4,Medium to Large
Transfer,Partner,Cat,Spayed Female,1095,Domestic Longhair,Calico,6205,5,Medium
Transfer,Partner,Cat,Intact Female,60,Domestic Shorthair,Black/White,6205,5,Medium
Adoption,Unknown,Dog,Neutered Male,60,Jack Russell Terrier,White/Brown,5840,5,Small
Return_to_owner,Unknown,Dog,Neutered Male,1095,Labrador Retriever,Yellow,4745,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,1825,Shetland Sheepdog,Sable/White,5110,5,Medium
Adoption,Unknown,Dog,Spayed Female,365,West Highland,White,5840,4,Small
Transfer,Partner,Cat,Intact Male,21,Domestic Shorthair,Brown Tabby,6205,5,Medium
Adoption,Foster,Cat,Spayed Female,120,Domestic Shorthair,Blue,6205,5,Medium
Transfer,Partner,Dog,Spayed Female,1095,Pit Bull,Black/White,5475,3,Large
Return_to_owner,Unknown,Dog,Spayed Female,2555,Australian Shepherd,Red/White,5475,5,Medium
Transfer,Partner,Dog,Intact Female,210,Pit Bull,Tan/White,5475,3,Large
Euthanasia,Suffering,Cat,Neutered Male,365,Domestic Longhair,Black/White,6205,5,Medium
Adoption,Unknown,Cat,Intact Female,60,Domestic Medium Hair,Blue Tabby,6205,5,Medium
Adoption,Unknown,Cat,Spayed Female,1460,Maine Coon,Brown Tabby/White,5475,5,Largest
Transfer,Partner,Dog,Spayed Female,730,Chihuahua Shorthair,Buff,6570,5,Small
Transfer,Partner,Dog,Intact Female,60,Pointer,Black/White,5475,5,Medium
Adoption,Foster,Cat,Spayed Female,60,Domestic Shorthair,Blue Tabby/White,6205,5,Medium
Return_to_owner,Unknown,Dog,Neutered Male,2190,Pit Bull,Brown/Tricolor,5475,3,Large
Adoption,Unknown,Dog,Neutered Male,60,Doberman Pinsch,Chocolate/Tan,4380,5,Medium
Adoption,Unknown,Dog,Spayed Female,60,Pit Bull,White/Brown,5475,3,Large
Adoption,Unknown,Dog,Spayed Female,60,Soft Coated Wheaten Terrier,Tan,5475,5,Medium
Adoption,Unknown,Dog,Spayed Female,60,Anatol Shepherd,Red,5110,2,Large
Adoption,Unknown,Dog,Spayed Female,1095,Pembroke Welsh Corgi,Tricolor,5110,5,Small
Transfer,Partner,Cat,Spayed Female,90,Domestic Shorthair,Tortie,6205,5,Medium
Transfer,Partner,Cat,Intact Female,60,Domestic Shorthair,Blue,6205,5,Medium
Adoption,Foster,Dog,Neutered Male,30,Chihuahua Shorthair,Chocolate/Tan,6570,5,Small
Return_to_owner,Unknown,Cat,Spayed Female,1460,Domestic Longhair,Brown Tabby/White,6205,5,Medium
Adoption,Foster,Cat,Neutered Male,60,Russian Blue,Blue,5840,3,Medium
Died,In Kennel,Dog,Intact Male,180,Rat Terrier,Black/White,6570,5,Small
Transfer,Partner,Cat,Unknown,14,Domestic Shorthair,Brown Tabby/White,6205,5,Medium
Transfer,Partner,Cat,Intact Male,14,Domestic Shorthair,Gray Tabby,6205,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,2190,Cardigan Welsh Corgi,Red/White,5110,5,Medium
Adoption,Unknown,Dog,Spayed Female,30,Pit Bull,Blue,5475,3,Large
Euthanasia,Suffering,Cat,Intact Female,30,Domestic Shorthair,Blue Tabby,6205,5,Medium
Transfer,Partner,Cat,Intact Male,7,Domestic Shorthair,Lynx Point,6205,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,730,Chihuahua Longhair,Black/Brown,6570,5,Small
Adoption,Unknown,Cat,Neutered Male,60,Domestic Shorthair,Brown Tabby,6205,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,730,Plott Hound,Tan,5110,3,Medium
Euthanasia,Medical,Dog,Intact Female,730,Pit Bull,Brown,5475,3,Large
Adoption,Foster,Cat,Spayed Female,60,Domestic Shorthair,Tortie,6205,5,Medium
